date,tweet
2021-11-20 23:21:17+00:00, much has changed
2021-11-20 23:17:17+00:00, congrats orbit is not easy
2021-11-20 23:13:40+00:00, 
2021-11-20 06:20:16+00:00, bitcoin cures cancer
2021-11-20 02:55:07+00:00,   i love these shots
2021-11-20 02:32:59+00:00,  electrical amp mechanical engineering
2021-11-20 02:28:39+00:00, what my fathers work looked like when i was growing up
2021-11-20 02:26:11+00:00, one of the improvements to fsd vision involves training with actual photon counts so removing the filters used to make pictures pretty to the human eye
2021-11-19 21:45:58+00:00, 
2021-11-19 21:30:43+00:00,a simpler time it was 
2021-11-19 21:24:18+00:00,  checking 
2021-11-19 21:03:13+00:00,
2021-11-19 20:50:51+00:00,  hopefully tomorrow
2021-11-19 20:47:36+00:00, fractured but whole
2021-11-19 19:54:18+00:00,  keith is this about right
2021-11-19 19:53:30+00:00," tragically it is not clear that the defense contractors can get to the moon for any amount of money 

more than 200b has been spent on development of new us crewed space transport systems over past 40 years but only dragon is flying development cost to nasa was lt2b"
2021-11-19 19:13:36+00:00,  
2021-11-19 18:01:38+00:00, its good to be open about ur vulnerabilities
2021-11-19 17:57:11+00:00, this launch mount is not easy to build
2021-11-19 17:42:49+00:00,  i suspect that article was written before the drive even took place
2021-11-19 17:40:53+00:00,dont want to brag but  im the best at humility
2021-11-19 10:12:18+00:00," there were no ev incentives nor did we expect them amp gasoline was super cheap so tough to make the case for electric cars 

my guess was that we had lt10 chance of success amp most people thought 0 the history car startups is just one big graveyard"
2021-11-19 09:34:28+00:00, 
2021-11-19 04:38:46+00:00,   thats what i was thinking too
2021-11-19 04:38:00+00:00,  if only he could find those chaos emeralds  
2021-11-19 04:16:01+00:00, is he ever not grumpy 
2021-11-19 04:08:26+00:00,  so fast and yet so slow
2021-11-19 03:01:23+00:00, 
2021-11-18 22:25:00+00:00,  yes
2021-11-18 22:22:32+00:00, true
2021-11-18 22:20:28+00:00,"  its great that theyve changed their tune these days but the truth is that gm tried damn hard to kill the electric car

if not for competitive pressure from tesla they would be doing nothing 

"
2021-11-18 22:11:07+00:00,  exactly
2021-11-18 19:05:58+00:00,  indeed
2021-11-18 18:11:15+00:00, sigh 
2021-11-18 18:07:38+00:00, propublica should be bottom left
2021-11-18 18:04:55+00:00, 
2021-11-18 17:35:59+00:00, grover gardner rocks
2021-11-18 16:39:59+00:00,    is this real
2021-11-18 16:34:45+00:00,it is hard to find good sources of relatively objective news these days any suggestions
2021-11-18 08:09:03+00:00,we are choked with news and starved of history  durant
2021-11-18 07:31:09+00:00,  
2021-11-18 00:36:31+00:00,my comments starts at 649 mark
2021-11-18 00:34:16+00:00,"talked about starship with national academies space studies board

"
2021-11-18 00:21:12+00:00, it does need people
2021-11-17 17:00:27+00:00," accept worst case outcome amp assign it a probability which is usually very low now think of good things in life amp assign them probabilities  many are certain

bringing anxietyfear to the conscious mind saps it of limbic emotional strength

cheery fatalism is very effective"
2021-11-17 03:45:23+00:00,"  limiting factor for first launch is regulatory approval thereafter fundamental issue is solving engine production

prototypes are easy production is hard"
2021-11-17 03:32:23+00:00," true although it will look clean with close out panels installed 

raptor 2 has significant improvements in every way but a complete design overhaul is necessary for the engine that can actually make life multiplanetary it wont be called raptor"
2021-11-17 03:20:27+00:00,12 million pounds of thrust at liftoff 
2021-11-16 21:24:40+00:00,  indeed over time tesla will generate hundreds of billions for the government in terms of employee income tax product sales tax and property tax in addition to profit taxation
2021-11-16 20:47:30+00:00, accurate thread
2021-11-16 02:11:13+00:00,    we are waiting for permit approval from santa monica
2021-11-16 00:56:51+00:00,     i like to dig my grave real deep 
2021-11-16 00:44:50+00:00,    exactly
2021-11-15 22:13:05+00:00, burry is a broken clock
2021-11-15 20:01:47+00:00, the hard work by faa us fish amp wildlife and texas parks amp wildlife is much appreciated as well as the strong local support from cameron county and brownsville  south padre
2021-11-15 18:58:21+00:00, normal money is actually a bunch of ancient mainframes running cobol in batch mode where govt can edit money database whenever they want
2021-11-15 18:13:09+00:00,    exactly
2021-11-15 18:03:00+00:00,     yes that is the other major source of dilution all employees receive stock after a year at tesla and we now have over 100000 employees worldwide
2021-11-15 17:54:43+00:00,     that loophole does seem questionable
2021-11-15 17:50:19+00:00,    i had majority control for the first 5 years or so of tesla but car companies need lots of capital so now im around 20 or so despite putting in as much as i could along the way
2021-11-15 17:36:17+00:00,"  agreed taxes are best applied to especially extravagant consumption whereas capital allocation taxes reduce goods amp services output so actually bad for the people

probable capital allocation skill of heirs is lower than original creator so i am in favor of an estate tax"
2021-11-15 17:18:32+00:00,   regretamine its like a 100 tax on all your regrets
2021-11-15 17:04:52+00:00,  his stance on ketamine was bold 
2021-11-15 16:56:20+00:00,  how do we know he hasnt been kidnapped by aliens
2021-11-15 16:53:33+00:00, ok how much do you think is fair does 53 seem reasonable
2021-11-15 03:02:37+00:00, inflation is the most regressive tax of all yet is advocated by those who claim to be progressive
2021-11-15 01:48:09+00:00,due to inflation 420 has gone up by 69
2021-11-15 01:06:23+00:00,  bernie is a taker not a maker
2021-11-15 00:39:36+00:00,  
2021-11-14 23:48:31+00:00, 
2021-11-14 21:35:40+00:00, exactly
2021-11-14 21:33:04+00:00,  
2021-11-14 15:24:02+00:00, want me to sell more stock bernie just say the word 
2021-11-14 14:39:18+00:00, soon that list will grow much longer as humanity reaches new heights
2021-11-14 14:29:29+00:00, i keep forgetting that youre still alive
2021-11-13 23:40:57+00:00,  a careful observer would note that my low basis share sale rate significantly exceeds my 10b high basis option exercise rate thus closer to tax maximization than minimization
2021-11-13 20:19:23+00:00, how about predictions for 2030
2021-11-13 18:22:08+00:00," please dont read too much into this as mentioned publicly tesla is constrained by chip supply shortterm amp cell supply longterm 

not possible to produce additional vehicles in volume until both constraints are addressed"
2021-11-13 18:19:05+00:00,"       ive actually been living in a 50k house in south texas for past 2 years not boxabl cool product tho 

feels more homey to live in a small house"
2021-11-13 18:08:23+00:00,"  megapacks are deployed to stabilize the grid itself especially effective for absorbing peak loads they save consumers money
"
2021-11-13 18:00:00+00:00, such a beautiful day to launch
2021-11-13 17:58:05+00:00,      the rocket fleet grows
2021-11-13 17:56:44+00:00, best plane ever
2021-11-13 17:55:44+00:00, tesla megapack batteries will help stabilize the grid this winter
2021-11-13 16:47:09+00:00,129 orbital flights 
2021-11-13 12:38:02+00:00,        should work everywhere for global maritime by roughly middle of next year enough sats with laser links launched until then it will be patchy when far from land
2021-11-13 12:15:14+00:00,"        intersatellite laser communications means starlink can carry data at speed of light in vacuum all around earth before touching ground

over time some amount of communication can simply be from one user terminal to another without touching the internet"
2021-11-13 11:16:58+00:00,
2021-11-13 10:30:24+00:00, it is a very impressive history
2021-11-13 01:15:41+00:00,  once the board was presented with the evidence of eberhards deceptionfraud amp the dire state of the company all board members including those he appointed voted unanimously to fire him in august 2007
2021-11-13 01:08:26+00:00,  he came damn close to killing tesla through a combination of bad management decisions driving out talented people bad engineering major blunders in supply chain amp an elaborate deception about the true cost amp schedule of the tesla roadster
2021-11-13 00:56:41+00:00," founding story of tesla as portrayed by eberhard is patently false i wish i had never met him

eberhard is by far the worst person ive ever worked with in my entire career given how many people ive worked with over the years thats really saying something "
2021-11-12 18:17:32+00:00, good static fire with all six engines
2021-11-12 01:27:38+00:00,   no guarantees but maybe next month requires quite a lot of incremental testing amp code tweaks for different road system in canada
2021-11-12 01:25:03+00:00,   hoping to start releasing to 98 scores with v105 in about 10 days
2021-11-12 01:22:59+00:00,  ancient times
2021-11-11 21:13:45+00:00," i hope theyre able to achieve high production amp breakeven cash flow that is the true test 

there have been hundreds of automotive startups both electric amp combustion but tesla is only american carmaker to reach high volume production amp positive cash flow in past 100 years"
2021-11-11 04:44:30+00:00,  pattern on the starlink router is orbital transfer ellipse from earth to mars
2021-11-10 18:02:16+00:00, new uaw slogan fighting for their right to steal money from workers
2021-11-10 17:55:58+00:00, 
2021-11-10 17:38:24+00:00, interestingly however average power density of the sun is comparable to a compost heap humans are more power dense than the sun  it is just very very big
2021-11-10 17:18:35+00:00," there are many other good causes but this is my main reason for accumulating capital 

the resources i consume personally are very low"
2021-11-10 17:16:16+00:00,"           as described in the moon is a harsh mistress great book a linear accelerator would be great for the moon 

earths gravity is too high amp atmosphere too dense for accelerators to be a good solution vs reusable boosters imo"
2021-11-10 17:06:52+00:00,          still blows my mind that this is real
2021-11-10 07:54:26+00:00, and that is a very tiny fraction of the 4 megatons of mass that the sun converts to energy every second
2021-11-09 15:32:04+00:00,sometimes theyre a little 2dimensional 
2021-11-09 08:13:40+00:00,i have all their albums 
2021-11-09 07:34:40+00:00, zero is a cool concept
2021-11-09 06:33:36+00:00, nothing matters
2021-11-09 06:21:07+00:00, 11 lifetimes ago
2021-11-09 06:08:46+00:00, dragon enters like a shooting star
2021-11-08 21:18:35+00:00, really just comes down to iron  cathode for medium range vehicles amp stationary storage vs nickel cathode for long range vehicles
2021-11-08 19:28:11+00:00, important
2021-11-08 19:20:16+00:00,"            the starship fleet is designed to achieve over 1000 times more payload to orbit than all other rockets on earth combined 

almost no one understands this"
2021-11-08 19:16:43+00:00,            true
2021-11-08 19:13:39+00:00,           actually 41 tons for spacex in q3 amp aiming for 80 tons in q4 that said china launch mass to orbit is extremely impressive
2021-11-08 17:56:03+00:00,  
2021-11-08 01:15:23+00:00,  coming soon
2021-11-08 00:06:37+00:00,  ahem
2021-11-07 23:57:22+00:00, why does ur pp look like u just came
2021-11-07 23:20:28+00:00, i had too many bottles of teslaquila
2021-11-07 22:48:11+00:00, exactly
2021-11-07 21:29:27+00:00, 
2021-11-07 19:26:16+00:00,  i was prepared to accept either outcome
2021-11-07 19:23:03+00:00, doing the opposite of whatever that insufferable numbskull says would be a great way to invest
2021-11-07 18:39:37+00:00,  we are rolling 104 out slowly as there are many subtle hardware differences in the owner fleet if it continues to look good over the next few days we may start rolling out to 98 safety scores
2021-11-07 18:35:33+00:00, will consider
2021-11-06 21:03:41+00:00, 
2021-11-06 20:31:31+00:00, tesla autopilot spends a lot of effort on minimizing jerk
2021-11-06 20:05:43+00:00,roll them   
2021-11-06 19:30:34+00:00, abiden
2021-11-06 19:28:33+00:00,note i do not take a cash salary or bonus from anywhere i only have stock thus the only way for me to pay taxes personally is to sell stock
2021-11-06 19:23:11+00:00,i will abide by the results of this poll whichever way it goes
